timestamp,price,total_volumes,coin_id
1762988489238,153.71,6020440754.211149,7
1762992061846,153.26,5886067748.38089,7
1762995699197,153.03,5906748564.087221,7
1762999276798,152.65,5905036883.403324,7
1763002926631,152.89,5843991706.204598,7
1763006607412,154.38,6108934195.346163,7
1763010160509,154.11,6227310071.991329,7
1763013676477,156.15,6226796935.360706,7
1763017446773,156.86,6303882352.9024725,7
1763021061323,155.14,6363090221.211337,7
1763024508608,155.93,6197338317.46753,7
1763028059883,154.87,6128507387.31409,7
1763031776480,155.31,6031546637.9413,7
1763035280248,156.31,5946656158.765544,7
1763038923439,156.41,5848393989.223594,7
1763042601918,153.84,5888352410.033823,7
1763046057161,155.41,5937374270.247681,7
1763049683773,152.81,5870525387.513945,7
1763053267835,151.04,5610451909.422172,7
1763056966717,147.91,5780060795.964693,7
1763060520347,144.95,6144196868.238893,7
1763064200112,142.53,6329348702.080451,7
1763067840345,142.63,6691156768.013607,7
1763071336033,142.05,6878051392.223386,7
1763075068960,144.14,7081167362.326729,7
1763078615615,144.6,7320956526.904868,7
1763082129589,143.35,7429328170.446743,7
1763086006485,144.1,7491559112.511327,7
1763089311095,144.92,7543903029.670742,7
1763092916901,143.98,7331478570.244915,7
1763096559589,141.99,7710460913.669364,7
1763100125559,142.96,7898314866.23602,7
1763103748392,141.46,7929275473.516547,7
1763107363627,142.74,8168118506.447477,7
1763111008452,142.35,8276629162.877887,7
1763114868408,141.0,8309764506.683181,7
1763118124792,142.19,8403983190.70155,7
1763121776611,140.25,8571010399.225864,7
1763125426621,138.65,9142258672.395748,7
1763128906371,138.17,9517937454.79614,7
1763132836515,141.41,9998033273.882645,7
1763136149301,142.68,10190933068.570581,7
1763139892672,143.45,10262309405.877592,7
1763143320416,141.31,10022169275.850904,7
1763146846356,141.08,9611898703.825031,7
1763150641455,142.9,9282398986.336622,7
1763154173147,139.7,8927070532.980066,7
1763157731916,140.45,8811184745.032831,7
1763161339680,140.54,8696647552.32913,7
1763164921457,139.0,8537259511.224628,7
1763168488390,140.66,8434975388.69802,7
1763172289342,141.78,8339944759.789507,7
1763175743024,142.63,8414239984.733055,7
1763179397744,142.53,8335230443.062139,7
1763182995385,142.27,7809970367.160022,7
1763186620702,142.78,7603499957.104569,7
1763190250717,142.49,7369864249.359379,7
1763193760569,142.54,7127904887.680488,7
1763197341989,140.76,6965627655.976237,7
1763200919066,140.91,6852845787.245202,7
1763204542428,141.19,6758630834.131675,7
1763208113532,139.99,6461868655.027617,7
1763211721340,140.56,5869440891.757023,7
1763215402107,141.27,5359401773.697022,7
1763218998414,141.34,4642340740.781034,7
1763222458147,141.82,4294427504.9460278,7
1763226081452,142.58,4013325330.5946407,7
1763229631219,143.26,4020857118.4242644,7
1763233332881,142.4,3949919382.0746446,7
1763236893099,141.76,3808075197.986307,7
1763240555985,140.67,3716584946.7168818,7
1763244099557,138.84,3643572753.7749434,7
1763247744908,139.58,3658463392.675859,7
1763251274060,139.59,3515375946.078547,7
1763254914727,139.45,3463735930.1308484,7
1763258422364,138.42,3481988210.1953063,7
1763262091213,140.37,3491312274.0255847,7
1763265694836,141.2,3458696919.050688,7
1763269294719,141.0,3429593934.0557203,7
1763272907511,141.55,3433171366.4185185,7
1763276552372,141.99,3387254143.834545,7
1763280184138,141.82,3362001377.4752707,7
1763283725072,142.05,3331954881.9404263,7
1763287323159,142.76,3332393309.973657,7
1763290961749,142.84,3342368539.4806275,7
1763294486627,139.81,3480784299.252911,7
1763298016880,140.32,3579243505.298221,7
1763301712620,139.21,3597189578.420026,7
1763305357641,140.27,3586889211.3879895,7
1763309195194,137.74,3639899875.397737,7
1763312620331,135.75,3941310101.758765,7
1763316178632,135.75,4063889806.7756133,7
1763320029979,135.84,4325292156.051198,7
1763323296245,136.84,4481092961.859809,7
1763327115203,136.67,4481072005.656159,7
1763330413453,136.15,4521364746.922883,7
1763334157160,137.03,4614459364.771534,7
1763337742748,137.5,4915090778.811192,7
1763341289125,139.02,5106714099.492202,7
1763344896063,138.52,5138046902.42636,7
1763348474547,138.7,5180484424.1009035,7
1763352058929,140.04,5281785902.905019,7
1763355691679,140.3,5354055758.476041,7
1763359312797,140.52,5369122222.600227,7
1763362814079,140.96,5437983016.227408,7
1763366470443,141.32,5463631064.849404,7
1763370131411,141.1,5598033590.5915,7
1763373664049,141.93,5698251487.57416,7
1763377284126,142.17,5706385277.210444,7
1763380924609,142.02,5598214231.538884,7
1763384513733,141.85,5563535364.171988,7
1763388053847,137.8,5776007240.368757,7
1763391754234,140.23,6238929924.969664,7
1763395286226,137.28,6679038665.842665,7
1763399001685,135.35,6831418917.263358,7
1763402475911,132.0,6888610255.131548,7
1763406114803,131.0,6971667244.122886,7
1763409727230,129.75,7279295568.982315,7
1763413347540,130.16,7573412115.349099,7
1763416923529,130.26,7685150018.538701,7
1763420560930,131.24,7721542389.685477,7
1763424097020,130.69,7514441110.728822,7
1763427667131,131.06,7496822869.423588,7
1763431331097,131.58,7540120287.943075,7
1763434899636,133.23,8062027770.470324,7
1763438510699,134.54,8276567366.007643,7
1763442092066,134.06,8497314406.56843,7
1763445876297,135.7,8894165558.844772,7
1763449325507,135.73,9406866752.867222,7
1763452918139,136.89,9445387735.633945,7
1763456520651,137.62,9561931700.07968,7
1763460154195,137.59,9608482327.154955,7
1763463714454,137.75,9701304429.059639,7
1763467213423,137.83,9742412899.914055,7
1763470869483,137.86,10013358624.819645,7
1763474449974,138.03,9888488724.903368,7
1763478077401,137.81,9413554274.273127,7
1763481748901,139.7,9465874761.988115,7
1763485313002,140.9,9289418666.704273,7
1763488912189,140.2,8972357361.313892,7
1763492509093,141.45,8697035852.437012,7
1763496123355,141.06,8265780604.411286,7
1763499665526,141.67,8023381017.188201,7
1763503382928,139.76,7844812312.789626,7
1763506917860,141.32,7834750273.107873,7
1763510498762,140.6,7721886683.591121,7
1763514108567,141.18,7642241864.235938,7
1763517713052,140.18,7590491232.88419,7
1763521283297,141.99,7419101426.2529125,7
1763524914604,139.8,6890646772.8233185,7
1763528579429,138.74,6672647271.00035,7
1763532166439,137.77,6594118971.632857,7
1763535648814,138.96,6352208461.993202,7
1763539286085,140.52,6143711763.837734,7
1763542871975,139.92,5984476487.207276,7
1763546591969,139.54,5904349845.00196,7
1763550011208,139.47,5795741348.201482,7
1763553695496,138.56,5744863191.23511,7
1763557386943,138.75,5663981140.611093,7
1763560839555,137.15,5728065080.185131,7
1763564531134,137.08,5638953660.007226,7
1763568061317,134.48,5394080076.464353,7
1763569654000,134.26,5449839422.519059,7
1762707752141,1.0,69911441290.95335,8
1762711265501,1.0,69410989826.47845,8
1762715315416,1.0,69930247078.4285,8
1762718533469,1.0,71423890258.55824,8
1762722362357,1.0,73432314835.10088,8
1762725712482,1.0,73872295896.6479,8
1762729324036,1.0,76061453087.41338,8
1762732915423,1.0,79213818683.01474,8
1762736812673,1.0,84738798497.55345,8
1762740140278,1.0,89208496619.27675,8
1762743742630,1.0,90298841177.78683,8
1762747213348,1.0,90907109302.0577,8
1762750959715,1.0,92514583215.18607,8
1762754588576,1.0,93539173308.00153,8
1762758224604,1.0,94751425569.07384,8
